PARAMETER,METRIC,Q avg,Q std,S avg,S std,RMSE abs,RMSE rel,ICC
stride_length,mean,1.0385783320978885,0.15655473962938035,1.0394057050980292,0.15978901312551178,0.022773820927895972,0.021927879895100186,0.9896494294565216
stride_length,cv,14.192495594091902,8.583363662102203,13.747113375801908,6.8302167820969295,4.415933584765268,0.31114567240757485,0.8395849174728514
stride_length,asymmetry,8.162458126597055,6.8748834852359435,7.947491451412034,4.864249494736728,3.287905497957081,0.4028082529751139,0.8482323570677404
stride_time,mean,1.4348748238431677,0.32329748894080684,1.395529727599542,0.33355198767775496,0.06117140031255257,0.042631872339017794,0.9898325981482365
stride_time,cv,7.472869760971192,4.029337844793471,8.274364314884519,3.099533213263109,4.584959528739427,0.613547362043622,0.21140266583651834
stride_time,asymmetry,4.230659115625501,3.0872162282873816,4.363438627610723,2.519405147831075,3.9820696859540408,0.9412409691073145,0.0024598186540450936
stride_velocity,mean,0.780722983191915,0.26180049311553655,0.8058898790389831,0.2772381457776791,0.035519860683431936,0.045496112511267714,0.9956789150678761
stride_velocity,cv,15.888857665419541,8.017158666546628,12.610474195091994,3.648505350364396,6.4983054293672105,0.40898506149438935,0.5942566560075349
stride_velocity,asymmetry,6.819029321280201,5.756797243683315,6.469865184187429,4.854865179239246,5.5916620408547475,0.8200085052288603,0.4508105729857613
base_of_support,mean,0.19338907897780022,0.02651644245227272,0.10222128654470485,0.018970235770983862,0.09202230476520341,0.4758402348861021,0.85273806279191
base_of_support,cv,9.991920653821662,3.224470415304575,18.12718197645801,5.640789989681278,8.899837276393194,0.8907033577162392,0.6914744934188498
base_of_support,asymmetry,3.6395716611575524,2.5454636738323,5.1968838884184265,2.5343395750094944,3.4099766623818533,0.9369170275650851,0.28673598612589957
double_support_time,mean,0.39143970083279295,0.1741406263793729,0.23734264496396854,0.15201772239525005,0.17101953006013912,0.4368987859338051,0.8970366912004256
double_support_time,cv,23.505960486752333,8.707082685891848,48.42905455943798,14.983588599354734,26.853478356519872,1.1424114480092893,0.667194069908695
double_support_time,asymmetry,10.408584224057604,10.097118033656884,26.124095434974468,24.364826645032554,24.17479134559052,2.322582094278947,0.5148865613745636
swing_time,mean,0.7033879114263789,0.15790883549276075,0.6825061781527726,0.16992878024942087,0.04878935646369039,0.06936337072491329,0.9638669629582073
swing_time,cv,10.913283602377478,8.696948121064546,10.917904857067388,5.93250985631225,10.058545091469131,0.9216790709331388,0.0871346581061424
swing_time,asymmetry,7.5192783717854335,7.052321184830555,7.177183620397243,5.464504105986951,7.741798033007953,1.029593220282611,0.24847506795084473
knee_ext_rom,mean,35.8493531318206,5.313046093388529,28.661023245647925,4.962755240189767,11.315355211360178,0.3156362450879607,-0.4447396082607409
knee_ext_rom,cv,13.548351199577107,9.216427683839981,19.505110223387426,5.658844154195458,13.524949352324061,0.9982727162214561,-0.2605583362835346
knee_ext_rom,asymmetry,16.30876380107951,11.894686667778503,14.631741227935855,6.850001171709364,14.530378089236503,0.8909552107361263,-0.10569401470935252
shoulder_flex_rom,mean,12.14183516890741,4.714332816133453,13.619371638177713,3.9755990612939036,4.023332482392562,0.33136115145883704,0.6317651393947353
shoulder_flex_rom,cv,24.526083767874507,12.235865658898588,29.8948841059183,7.664770811464574,14.878202339391441,0.6066277225587746,0.0764071813628164
shoulder_flex_rom,asymmetry,28.125105292853224,17.208616672108608,21.168750044874862,11.63981059561422,23.914967593099913,0.8503067755332765,-0.2129483359120084
shoulder_abd_rom,mean,8.545439218197911,2.871144344613547,5.391687737770099,2.1149429490927085,4.145958219254753,0.4851661937312411,0.43043702074888207
shoulder_abd_rom,cv,20.80780044468824,8.5473526033125,39.744951803508506,12.859419394381314,25.23820699133246,1.2129204650160514,-0.16747407116221935
shoulder_abd_rom,asymmetry,17.03455749194652,11.978553670944269,28.490251169216098,11.815465980180816,18.47052816926358,1.084297503941382,0.25844514728548185
elbow_ext_rom,mean,17.692463223357393,9.451261787021547,28.130848513792653,9.215834323796418,14.818602404348223,0.8375658164310817,0.36513032146457886
elbow_ext_rom,cv,28.879572629767424,10.312906130698746,49.57957034685267,20.04517259464029,32.34492763364352,1.1199932924320426,-0.2155588555714571
elbow_ext_rom,asymmetry,25.5971857559337,14.183572682267382,34.01905978583674,21.932552811000342,30.348482382730246,1.1856179297247607,-0.24609968275985758
