PARAMETER,METRIC,Q avg,Q std,S avg,S std,RMSE abs,RMSE rel,ICC
stride_length,mean,0.9085482688235423,0.14297681163803322,0.9207279848153377,0.1533507130734867,0.01798030952921662,0.019790153309629764,0.9960202278074031
stride_length,cv,13.91673292267931,7.330973254649024,15.644346066409884,7.8087558685549405,2.289757478233402,0.16453268816432584,0.9803142839781293
stride_length,asymmetry,8.060486408843294,5.942896690107612,9.67045172914699,6.073123354345873,2.6321285559019754,0.32654711172445167,0.9399437471785519
stride_time,mean,1.7967861477924505,0.32912757517078867,1.721047152194211,0.31604505992098164,0.08153917465617971,0.04538056727360658,0.9956186350312244
stride_time,cv,6.648860527871222,2.6884622234739255,6.833642368079439,2.9568501852381126,1.41572785666145,0.2129278920390779,0.8766409945248311
stride_time,asymmetry,3.4930381736815774,1.8891343307834898,1.9994895786895286,1.287665439521254,1.7781179842346124,0.5090462502333661,0.8218802280757629
stride_velocity,mean,0.5315302620281088,0.14475376234062945,0.5618163055418741,0.15725975118854854,0.03466997689928607,0.06522672249553427,0.9937667210712479
stride_velocity,cv,15.677008812551477,4.790714492699286,16.337071165727796,5.625336202766098,1.3609668641761135,0.08681291695686763,0.9740536799546188
stride_velocity,asymmetry,7.5347868725074045,5.2458882834987595,9.08580033153093,5.6591227732077645,2.2316743355487607,0.2961828082611858,0.9567599804305201
base_of_support,mean,0.20120685781855221,0.02624529360239524,0.11877394907958753,0.01924604839419849,0.08338506765226403,0.41442458053522435,0.8509429604526162
base_of_support,cv,8.593687125001326,1.5314573489788768,13.498174328467005,3.776630138143291,5.851729138479341,0.6809334635252313,0.3865271498662803
base_of_support,asymmetry,3.5723080560001783,2.469660809843146,5.269084058396649,3.288338309269609,2.4189906088578232,0.6771506182941862,0.8242432811496517
double_support_time,mean,0.5517749433106576,0.250575622336696,0.4620116713352007,0.2313478785515485,0.12189525641776743,0.2209148093720859,0.9415268720581724
double_support_time,cv,19.02751249966733,7.127233913628474,29.106281849369616,16.646554687026544,17.03376835253486,0.8952178248645308,0.42493243135288356
double_support_time,asymmetry,3.604760394565539,2.0717827223579164,10.418488988072303,10.850704616919112,12.76037453166159,3.5398676014358297,0.04613463952053578
swing_time,mean,0.9075393578484025,0.17196581636432604,0.8549600506869416,0.15706327008268972,0.0703528559267406,0.07752044615842713,0.9597179946649098
swing_time,cv,12.400461637071322,7.22250332219243,7.940611388661793,3.2279524230652066,9.016286725094584,0.7270928283944117,0.018871670919426337
swing_time,asymmetry,8.74233894327557,6.297632299300513,2.9384226419486805,2.927062808039412,8.526910481274129,0.97535802908132,0.19086705421371625
knee_ext_rom,mean,33.92822056539976,5.672638233522204,25.679079635394448,4.086307562744062,11.337138431275958,0.33415069350373333,-0.2374472830969461
knee_ext_rom,cv,13.12651387712441,8.705021903564191,15.743450323559662,2.1808006642423807,9.1324103579665,0.6957224472128553,0.04942968190717735
knee_ext_rom,asymmetry,24.536160682804745,9.529763217276452,9.265944289368452,6.7994652681601195,19.351401523540694,0.7886890607584912,-0.03099704303404649
shoulder_flex_rom,mean,10.19345516110521,5.357305890197981,10.432252131580803,1.6473128168579727,3.9614818819521846,0.3886299414027802,0.5022559185541338
shoulder_flex_rom,cv,28.44388414597422,20.893866719346068,30.16624944765819,10.972506930796962,29.488783233439147,1.0367354571584702,-0.5560148234558576
shoulder_flex_rom,asymmetry,43.2094660891175,22.098667457747126,13.699764591229203,6.8216314663692845,38.28987822101796,0.8861455992547299,-0.11293352153773203
shoulder_abd_rom,mean,3.96487224871491,1.2889552585126038,3.0720074990957666,0.8917869979003271,1.3095682799005095,0.33029267975152676,0.626423469112176
shoulder_abd_rom,cv,16.490133129971174,10.452565549211041,32.251412294194274,4.571840833219106,20.295344389211238,1.2307568549779633,-0.25603700811653624
shoulder_abd_rom,asymmetry,19.037372143110947,14.767385624099825,16.40466076191071,14.05069299322009,20.79757458468399,1.092460368392284,-0.024332959729994746
elbow_ext_rom,mean,11.634350300161925,3.8509852310255606,22.56178139422517,5.68045192136322,12.875888142664696,1.1067131219596757,0.015242301289645594
elbow_ext_rom,cv,40.21238191987061,8.533500742952125,48.12801548732187,18.760532842106247,24.392851931027398,0.6066005236803412,-0.2532515466977171
elbow_ext_rom,asymmetry,34.6796169494955,18.67289865142504,34.61299534225666,21.66265461222729,17.716885142489165,0.5108731497320331,0.6162547288165727
